Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;03;BMA007;2021-12-12;11:00;0946784;VINCENNES VOLLEY CLUB;0714053;VOLLEY CLUB MACONNAIS; 2/0;25-7,25-2;50-9;CENTRE SPORTIF G. POMPIDOU;EMERY SAMMY;;;
ACJEUNES;03;BMA008;2021-12-12;00:00;0714053;VOLLEY CLUB MACONNAIS;0696380;AS CALUIRE ET CUIRE; 0/2;15-25,8-25;23-50;CENTRE SPORTIF G. POMPIDOU;EMERY SAMMY;;;
ACJEUNES;03;BMA009;2021-12-12;00:00;0946784;VINCENNES VOLLEY CLUB;0696380;AS CALUIRE ET CUIRE; 2/0;25-12,25-13;50-25;CENTRE SPORTIF G. POMPIDOU;EMERY SAMMY;;;
ACJEUNES;03;BMB007;2021-12-12;11:00;0842425;U.S. PONTET VOLLEY AVENIR;0079102;F.R.J.E.P. CHARNAS; 2/0;25-17,25-20;50-37;LA GRAVIERE;GUILHOT JULES;;;
ACJEUNES;03;BMB008;2021-12-12;00:00;0079102;F.R.J.E.P. CHARNAS;0066927;NICE VOLLEY-BALL; 0/2;20-25,15-25;35-50;LA GRAVIERE;GUILHOT JULES;;;
ACJEUNES;03;BMB009;2021-12-12;00:00;0842425;U.S. PONTET VOLLEY AVENIR;0066927;NICE VOLLEY-BALL; 2/1;25-17,21-25,15-5;61-47;LA GRAVIERE;GUILHOT JULES;;;
ACJEUNES;03;BMC007;2021-12-12;11:00;0693493;PATRIOTE ENTRAIN DE SAINT DENIS (LYON PESD);0686678;AS SP ILLZACH MODENHEIM; 0/2;12-25,25-27;37-52;RENE BAILLIEU;MOUHAMED YASSINE;;;
ACJEUNES;03;BMC008;2021-12-12;00:00;0686678;AS SP ILLZACH MODENHEIM;0544386;UNION SPORTIVE DU JARNISY; 2/1;18-25,25-17,15-13;58-55;RENE BAILLIEU;MOUHAMED YASSINE;;;
ACJEUNES;03;BMC009;2021-12-12;00:00;0693493;PATRIOTE ENTRAIN DE SAINT DENIS (LYON PESD);0544386;UNION SPORTIVE DU JARNISY; 0/2;21-25,18-25;39-50;RENE BAILLIEU;MOUHAMED YASSINE;;;
ACJEUNES;03;BMD007;2021-12-12;11:00;0015366;VOLLEY CLUB MEXIMIEUX;0695668;VOLLEY BRON @ LYON LUMIERE; 0/2;14-25,14-25;28-50;GYMNASE MUNICIPAL;DEVIENNE CHRISTOPHE;;;
ACJEUNES;03;BMD008;2021-12-12;00:00;0695668;VOLLEY BRON @ LYON LUMIERE;0686394;VBC KINGERSHEIM; 2/0;25-17,25-20;50-37;GYMNASE MUNICIPAL;DEVIENNE CHRISTOPHE;;;
ACJEUNES;03;BMD009;2021-12-12;00:00;0015366;VOLLEY CLUB MEXIMIEUX;0686394;VBC KINGERSHEIM; 0/2;17-25,21-25;38-50;GYMNASE MUNICIPAL;DEVIENNE CHRISTOPHE;;;
ACJEUNES;03;BME007;2021-12-12;11:00;0060007;AS CANNES VOLLEY-BALL;0833351;VIDAUBAN VOLLEY-BALL; 2/0;25-19,25-21;50-40;LES COTEAUX;LEBONNOIS NOAM;;;
ACJEUNES;03;BME008;2021-12-12;00:00;0833351;VIDAUBAN VOLLEY-BALL;0836296;DRAGUIGNAN UNION CLUB VAR VB; 0/2;17-25,15-25;32-50;LES COTEAUX;LEBONNOIS NOAM;;;
ACJEUNES;03;BME009;2021-12-12;00:00;0060007;AS CANNES VOLLEY-BALL;0836296;DRAGUIGNAN UNION CLUB VAR VB; 0/2;14-25,15-25;29-50;LES COTEAUX;LEBONNOIS NOAM;;;
ACJEUNES;03;BMF007;2021-12-12;11:00;0307732;NIMES VOLLEY-BALL;0839557;FREJUS VAR VOLLEY; 2/0;25-12,25-10;50-22;GASTON LESSUT;GRAS JEAN-MARIE;;;
ACJEUNES;03;BMF008;2021-12-12;00:00;0839557;FREJUS VAR VOLLEY;0060036;PAYS DE GRASSE VOLLEY-BALL; 0/2;9-25,15-25;24-50;GASTON LESSUT;GRAS JEAN-MARIE;;;
ACJEUNES;03;BMF009;2021-12-12;00:00;0307732;NIMES VOLLEY-BALL;0060036;PAYS DE GRASSE VOLLEY-BALL; 2/0;25-8,25-21;50-29;GASTON LESSUT;GRAS JEAN-MARIE;;;
ACJEUNES;03;BMG007;2021-12-12;11:00;0343330;ARAGO DE SETE VOLLEY-BALL;0136082;VITROLLES SPORTS VOLLEY-BALL; 2/0;25-23,25-23;50-46;HALLE VIÉ;COHEN WILFRID;;;
ACJEUNES;03;BMG008;2021-12-12;00:00;0136082;VITROLLES SPORTS VOLLEY-BALL;0833350;VOLLEY PRADETAN GARDEEN; 2/0;25-13,25-16;50-29;HALLE VIÉ;COHEN WILFRID;;;
