Entité;Jo;Match;Date;Heure;EQA_no;EQA_nom;EQB_no;EQB_nom;Set;Score;Total;Salle;Arb1;Arb2;
ACJEUNES;05;CMA013;2023-02-05;10:00;0839557;FREJUS VAR VOLLEY;0699603;ASUL LYON VOLLEY BALL; 2/1;25-23,15-25,15-8;55-56;HALLE DES PORTS SAINT CROIX;BELDICO THOMAS;MIELNIK THOMAS;;
ACJEUNES;05;CMA014;2023-02-05;00:00;0699603;ASUL LYON VOLLEY BALL;0139148;VOLLEY-BALL ARLESIEN; 2/0;25-23,25-17;50-40;HALLE DES PORTS SAINT CROIX;BELDICO THOMAS;MIELNIK THOMAS;;
ACJEUNES;05;CMA015;2023-02-05;00:00;0839557;FREJUS VAR VOLLEY;0139148;VOLLEY-BALL ARLESIEN; 2/0;25-12,25-14;50-26;HALLE DES PORTS SAINT CROIX;MIELNIK THOMAS;BELDICO THOMAS;;
ACJEUNES;05;CMB013;2023-02-05;11:00;0132346;MARIGNANE VOLLEY-BALL;0060036;PAYS DE GRASSE VOLLEY-BALL; 2/1;25-15,21-25,15-7;61-47;CARESTIER;HADID MARIE-CHRISTINE;EKWA NGANGNANG WILLY;;
ACJEUNES;05;CMB014;2023-02-05;00:00;0060036;PAYS DE GRASSE VOLLEY-BALL;0745091;ANNECY VOLLEY BALL; 2/0;25-14,25-19;50-33;CARESTIER;HADID MARIE-CHRISTINE;EKWA NGANGNANG WILLY;;
ACJEUNES;05;CMB015;2023-02-05;00:00;0132346;MARIGNANE VOLLEY-BALL;0745091;ANNECY VOLLEY BALL; 2/0;25-9,26-24;51-33;CARESTIER;EKWA NGANGNANG WILLY;HADID MARIE-CHRISTINE;;
ACJEUNES;05;CMC013;2023-02-05;11:00;0385990;US ST EGREVOISE;0693493;PATRIOTE ENTRAIN DE SAINT DENIS (LYON PESD); 2/0;26-24,25-14;51-38;GYMNASE PRÉDIEU;GONTHIER GUILLAUME;CHEVALIER CARLA;;
ACJEUNES;05;CMC014;2023-02-05;00:00;0693493;PATRIOTE ENTRAIN DE SAINT DENIS (LYON PESD);0693332;V.B. VILLEFRANCHE BEAUJOLAIS; 2/1;25-22,23-25,15-13;63-60;GYMNASE PRÉDIEU;GONTHIER GUILLAUME;CHEVALIER CARLA;;
ACJEUNES;05;CMC015;2023-02-05;00:00;0385990;US ST EGREVOISE;0693332;V.B. VILLEFRANCHE BEAUJOLAIS; 2/0;25-11,25-22;50-33;GYMNASE PRÉDIEU;CHEVALIER CARLA;GONTHIER GUILLAUME;;
ACJEUNES;05;CMD013;2023-02-05;11:00;0674157;STRASBOURG UNIVERSITE CLUB;0686394;VBC KINGERSHEIM; 2/0;25-14,25-18;50-32;AGR;HERRMANN EMILE;SCHMITT JEAN-LUC;;
